company_name,ticker_bb,gics_sector,gics_industry_group,gics_industry,gics_sub_industry,market_cap_mln_gbp,plan_name,financial_year,plan_status,metric_name,weight_percentage,threshold_value,threshold_payout_percentage,target_value,target_payout_percentage,stretch_value,stretch_payout_percentage,maximum_value,maximum_payout_percentage,actual_performance,actual_payout_percentage,total_bonus_payout,assessment_summary,additional_conditions,file_name,ar_link,source_link,source_attribution_tier,source_chunk_id
Hill & Smith Plc,HILS LN Equity,Materials,Materials,Metals & Mining,Steel,2001.3,Annual Bonus Plan,FY2026,prospective,Underlying Operating Profit,60.0,Not disclosed (commercially sensitive),0.0,Not disclosed (commercially sensitive),50.0,,,Not disclosed (commercially sensitive),100.0,,,,,Targets set in context of current business planning and economic outlook; considered similarly challenging to prior years. Retrospective disclosure will be made in next year's Directors' Remuneration Report. Vesting scale: 0% of maximum payable at or below threshold; 50% of maximum at target; 100% of maximum at stretch/maximum; graduated vesting between points.,hill_and_smith_ar_2025,https://hsgroup.com/media/jprf2zd5/annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://hsgroup.com/media/jprf2zd5/annual-report-and-financial-statements-2025.pdf#page=108"",""p.108 of AR"")",2.0,
Hill & Smith Plc,HILS LN Equity,Materials,Materials,Metals & Mining,Steel,2001.3,Annual Bonus Plan,FY2026,prospective,Organic Revenue Growth (new measure for 2026),20.0,Not disclosed (commercially sensitive),0.0,Not disclosed (commercially sensitive),50.0,,,Not disclosed (commercially sensitive),100.0,,,,,Introduced to better align with current short-term priorities and the published financial framework. Previously not included in the bonus plan. Vesting scale: 0% of maximum payable at or below threshold; 50% of maximum at target; 100% of maximum at stretch/maximum; graduated vesting between points.,hill_and_smith_ar_2025,https://hsgroup.com/media/jprf2zd5/annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://hsgroup.com/media/jprf2zd5/annual-report-and-financial-statements-2025.pdf#page=131"",""p.131 of AR"")",2.0,
Hill & Smith Plc,HILS LN Equity,Materials,Materials,Metals & Mining,Steel,2001.3,Annual Bonus Plan,FY2026,prospective,Cash Conversion,10.0,Not disclosed (commercially sensitive),0.0,Not disclosed (commercially sensitive),50.0,,,Not disclosed (commercially sensitive),100.0,,,,,Weight reduced from 20% in FY2025 to 10% in FY2026. Vesting scale: 0% of maximum payable at or below threshold; 50% of maximum at target; 100% of maximum at stretch/maximum; graduated vesting between points.,hill_and_smith_ar_2025,https://hsgroup.com/media/jprf2zd5/annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://hsgroup.com/media/jprf2zd5/annual-report-and-financial-statements-2025.pdf#page=108"",""p.108 of AR"")",2.0,
Hill & Smith Plc,HILS LN Equity,Materials,Materials,Metals & Mining,Steel,2001.3,Annual Bonus Plan,FY2026,prospective,Non-Financial Measures aligned with Strategy and Individual Role,10.0,,,,,,,,,,,,Assessment areas not yet disclosed; aligned with Group strategy and individual CEO role. Payout determined by Remuneration Committee judgement on a scale of 0% to 100% of maximum; no formulaic calculation applied.,Weight reduced from 20% in FY2025 to 10% in FY2026. Assessed by the Remuneration Committee based on its judgement; retrospective disclosure will be made in next year's Directors' Remuneration Report. Payout range: 0%–100% of maximum based on Committee assessment.,hill_and_smith_ar_2025,https://hsgroup.com/media/jprf2zd5/annual-report-and-financial-statements-2025.pdf,"=HYPERLINK(""https://hsgroup.com/media/jprf2zd5/annual-report-and-financial-statements-2025.pdf#page=131"",""p.131 of AR"")",2.0,
Hilton Food Group Plc,HFG LN Equity,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats,483.1,Annual Bonus Plan,FY2025,completed,Adjusted Profit Before Tax (PBT),80.0,£71.5m,,£79.4m,,£87.4m,,£87.4m,,£73.2m,92.0,40.2,,No bonus payable at all unless this metric achieves at least threshold performance.,hilton_food_group_ar_2025,https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf,"=HYPERLINK(""https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf#page=96"",""p.96 of AR"")",3.0,14.0
Hilton Food Group Plc,HFG LN Equity,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats,483.1,Annual Bonus Plan,FY2025,completed,Free Cash Flow,20.0,£31.9m,,£43.4m,,£47.7m,,£47.7m,,£21.9m (below threshold),0.0,40.2,,,hilton_food_group_ar_2025,https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf,"=HYPERLINK(""https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf#page=96"",""p.96 of AR"")",3.0,14.0
Hilton Food Group Plc,HFG LN Equity,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats,483.1,Annual Bonus Plan,FY2025,completed,Combined Financial Element (% of base salary),100.0,20%,,75%,,,,130%,,25.2% of base salary,25.2,40.2,,,hilton_food_group_ar_2025,https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf,"=HYPERLINK(""https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf#page=110"",""p.110 of AR"")",3.0,179.0
Hilton Food Group Plc,HFG LN Equity,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats,483.1,Annual Bonus Plan,FY2025,completed,Strategic/Personal Objectives (Qualitative),20.0,,,,,,,,,,15.0,40.2,"Assessed against six individually tailored objectives: (1) Health & Safety Culture Transformation ('Destination Zero') – partially met; (2) Genesis Transformation Delivery – partially met, benefits re-phased; (3) Strategic JVs & Walmart Canada execution – partially met, some scope changes; (4) Simplification & Margin Improvement plan – partially met, framework only; (5) Leadership Bench & Succession Planning – partially met, strategy developed but pipeline incomplete; (6) Core Red Meat Partnerships – partially met, new partner not concluded. Overall RemCo determination: performance below target but showing partial delivery; payout = 15% of the 20% maximum (i.e., 15% of base salary out of possible 20%).",,hilton_food_group_ar_2025,https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf,"=HYPERLINK(""https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf#page=111"",""p.111 of AR"")",3.0,187.0
Hilton Food Group Plc,HFG LN Equity,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats,483.1,Annual Bonus Plan,FY2026,prospective,Adjusted Profit Before Tax,80.0,,,,,,,,,,,,,Threshold/Target/Stretch not disclosed (to be disclosed retrospectively due to commercial sensitivity). No bonus payable unless profit metric achieves at least threshold performance.,hilton_food_group_ar_2025,https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf,"=HYPERLINK(""https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf#page=98"",""p.98 of AR"")",3.0,47.0
Hilton Food Group Plc,HFG LN Equity,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats,483.1,Annual Bonus Plan,FY2026,prospective,Free Cash Flow,20.0,,,,,,,,,,,,,Threshold/Target/Stretch not disclosed (to be disclosed retrospectively due to commercial sensitivity).,hilton_food_group_ar_2025,https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf,"=HYPERLINK(""https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf#page=98"",""p.98 of AR"")",3.0,47.0
Hilton Food Group Plc,HFG LN Equity,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats,483.1,Annual Bonus Plan,FY2026,prospective,Personal and Strategic Objectives (Qualitative),20.0,,,,,,,,,,,,,Specific targets not disclosed in advance.,hilton_food_group_ar_2025,https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf,"=HYPERLINK(""https://www.hiltonfoods.com/media/eamey04i/hilton_foods_ar25_interactive.pdf#page=98"",""p.98 of AR"")",3.0,47.0
Hiscox Plc,HSX LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,5910.8,Annual Bonus (Short-Term Incentive Plan),2025,completed,Pre-Tax Return on Equity (ROE),75.0,Pre-tax ROE of 5% (below which 0% is paid),0.0,Sliding scale: <5%: 0% of metric maximum; 5%–12%: 0–30% of metric maximum; 11%–16%: 25–55% of metric maximum; 15%–20%: 45–75% of metric maximum; 18%–23%: 65–90% of metric maximum,0.0,,,>21% ROE,100.0,Pre-tax adjusted ROE of 21%,100.0,96.67,,"Threshold set annually using an investment benchmark rate. Committee noted year-on-year profit before tax up $47 million, best Group combined ratio in a decade, and record investment income. ROE measured on IFRS 17 basis. Payout of 100% of the maximum bonus opportunity weighted to this metric equates to 225% of salary for CEO.",hiscox_ar_2025,https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf,"=HYPERLINK(""https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf#page=116"",""p.116 of AR"")",2.0,
Hiscox Plc,HSX LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,5910.8,Annual Bonus (Short-Term Incentive Plan),2025,completed,Strategic Personal Objectives,17.5,Not explicitly disclosed; assessed via a Committee scoring mechanism against key strategic objectives,0.0,Not explicitly disclosed; assessed via a Committee scoring mechanism against key strategic objectives,0.0,,,Not explicitly disclosed; maximum equates to 52.5% of salary (17.5% weight × 300% salary maximum),100.0,Assessed qualitatively by the Committee against role-specific strategic objectives. Specific objectives considered commercially sensitive and not fully disclosed in this report.,95.81,96.67,High level of achievement against strategic objectives. Payout of 50.3% of salary achieved out of a maximum of 52.5% of salary. Specific objectives considered commercially sensitive and not fully disclosed. Committee undertook a robust individual assessment using a scoring mechanism.,"Committee undertook a robust individual assessment. Outcomes disclosed in full in the remuneration report (page 122 referenced). A scoring mechanism was used to calculate performance outcomes. Payout of 50.3% of salary out of a maximum of 52.5% of salary, implying a high level of achievement against strategic objectives. CEO-specific weighting.",hiscox_ar_2025,https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf,"=HYPERLINK(""https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf#page=115"",""p.115 of AR"")",2.0,
Hiscox Plc,HSX LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,5910.8,Annual Bonus (Short-Term Incentive Plan),2025,completed,Retail Claims Transactional Net Promoter Score (NPS),2.5,Score of 61,20.0,Score of 64,50.0,,,Score of 69 or above,100.0,H1: 73; H2: 74 — exceeded stretch target of 69 in both six-month periods,100.0,96.67,,"Weighted average half-yearly score derived by an external third party across retail operations in Europe, UK and USA. Scores assessed on a half-yearly basis. Payout of 100% of the maximum bonus opportunity weighted to this metric equates to 7.5% of salary for CEO. Same weighting for all Executive Directors.",hiscox_ar_2025,https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf,"=HYPERLINK(""https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf#page=123"",""p.123 of AR"")",2.0,
Hiscox Plc,HSX LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,5910.8,Annual Bonus (Short-Term Incentive Plan),2025,completed,Global Employee Engagement Score,5.0,Score of 79,20.0,Score of 82,50.0,,,Score of 87 or above,100.0,Score of 82 (maintained for the fourth consecutive year; financial services benchmark declined by 2%),50.0,96.67,,Annual employee engagement survey run by an external third-party provider. Benchmarked against 50th and 75th percentile market benchmarks across financial services (used to set target and stretch). Payout of 50% of the maximum bonus opportunity weighted to this metric equates to 7.5% of salary for CEO. CEO-specific weighting of 5%; CFO and CUO have 2.5% weighting.,hiscox_ar_2025,https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf,"=HYPERLINK(""https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf#page=116"",""p.116 of AR"")",2.0,
Hiscox Plc,HSX LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,5910.8,Annual Bonus (Short-Term Incentive Plan),2026,prospective,Pre-Tax Return on Equity (ROE),75.0,Specific targets for 2026 not yet disclosed; threshold set annually using an investment benchmark rate (consistent with prior year approach),0.0,Specific targets for 2026 not yet disclosed,0.0,,,Specific targets for 2026 not yet disclosed,100.0,,,,,"Pre-tax ROE remains the core financial measure. Targets set with reference to Board-approved strategy, business plans, recent performance trends, peer benchmarks, investor expectations and business climate factors. Threshold set annually using an investment benchmark rate.",hiscox_ar_2025,https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf,"=HYPERLINK(""https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf#page=115"",""p.115 of AR"")",2.0,
Hiscox Plc,HSX LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,5910.8,Annual Bonus (Short-Term Incentive Plan),2026,prospective,Strategic Personal Objectives,20.0,Specific objectives considered commercially sensitive; to be disclosed in full in the 2026 Directors' Remuneration Report,0.0,Specific objectives considered commercially sensitive; to be disclosed in full in the 2026 Directors' Remuneration Report,0.0,,,Specific objectives considered commercially sensitive; to be disclosed in full in the 2026 Directors' Remuneration Report,100.0,,,,"Specific objectives considered commercially sensitive and not yet disclosed. Expected to focus on expanding distribution, unlocking scale, and building workforce and technological capabilities. Weighting increased from 17.5% (2025) to 20% (2026).","CEO-specific weighting increased from 17.5% in 2025 to 20% in 2026. Strategic measures refined to reflect drivers of profitable growth and efficiency strategy; reviewed annually to ensure relevance and measurability. Expected to focus on expanding distribution, unlocking scale, and building workforce and technological capabilities.",hiscox_ar_2025,https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf,"=HYPERLINK(""https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf#page=115"",""p.115 of AR"")",2.0,
Hiscox Plc,HSX LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,5910.8,Annual Bonus (Short-Term Incentive Plan),2026,prospective,Retail Claims Transactional Net Promoter Score (NPS),2.5,Specific 2026 targets not disclosed; expected to follow same external third-party measurement framework as 2025,0.0,Specific 2026 targets not disclosed; expected to follow same external third-party measurement framework as 2025,0.0,,,Specific 2026 targets not disclosed; expected to follow same external third-party measurement framework as 2025,100.0,,,,,"Measured by external third party across retail operations. Same weighting for CEO and CUO. Note: CFO has no NPS metric in 2026, which is a change from 2025.",hiscox_ar_2025,https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf,"=HYPERLINK(""https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf#page=123"",""p.123 of AR"")",2.0,
Hiscox Plc,HSX LN Equity,Financials,Insurance,Insurance,Property & Casualty Insurance,5910.8,Annual Bonus (Short-Term Incentive Plan),2026,prospective,Global Employee Engagement Score,2.5,Specific 2026 targets not disclosed; expected to follow same external third-party measurement framework as 2025,0.0,Specific 2026 targets not disclosed; expected to follow same external third-party measurement framework as 2025,0.0,,,Specific 2026 targets not disclosed; expected to follow same external third-party measurement framework as 2025,100.0,,,,,Measured by external third party. CEO-specific weighting reduced from 5% in 2025 to 2.5% in 2026. Maximum bonus opportunity unchanged at 300% of base salary for the CEO. 40% of bonus deferred into Hiscox shares for three years; 60% paid in cash. Malus and clawback provisions apply. 2026 CEO metric weightings: Pre-tax ROE (75%) + Strategic objectives (20%) + Employee engagement (2.5%) + Retail claims NPS (2.5%) = 100%.,hiscox_ar_2025,https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf,"=HYPERLINK(""https://www.hiscoxgroup.com/sites/group/files/2026-03/Hiscox_report_and_accounts_2025.pdf#page=115"",""p.115 of AR"")",2.0,
Hochschild Mining Plc,HOC LN Equity,Materials,Materials,Metals & Mining,Gold,3174.2,Annual Bonus Plan,FY2025,completed,Attributable Production,15.0,350 Koz Au Eq,30.0,362 Koz Au Eq,50.0,,,378 Koz Au Eq,100.0,312 Koz Au Eq (below threshold; impacted by issues at Mara Rosa),0.0,48.7,,None specified,hochschild_mining_ar_2025,https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf,"=HYPERLINK(""https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf#page=124"",""p.124 of AR"")",2.0,
Hochschild Mining Plc,HOC LN Equity,Materials,Materials,Metals & Mining,Gold,3174.2,Annual Bonus Plan,FY2025,completed,Adjusted EBITDA,15.0,US$294m,30.0,US$330m,50.0,,,US$367m,100.0,US$204m (below threshold),0.0,48.7,,Adjusted to neutralise price effects: higher-than-budgeted commodity prices impact of c.US$435m and related royalties/selling expenses of c.US$29m excluded to maintain quality of earnings,hochschild_mining_ar_2025,https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf,"=HYPERLINK(""https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf#page=124"",""p.124 of AR"")",2.0,
Hochschild Mining Plc,HOC LN Equity,Materials,Materials,Metals & Mining,Gold,3174.2,Annual Bonus Plan,FY2025,completed,Adjusted AISC from Operations with Growth (per oz Au Eq),20.0,"US$1,687/oz",30.0,"US$1,635/oz",50.0,,,"US$1,587/oz",100.0,"US$1,989/oz (worse than threshold; note lower cost = better performance)",0.0,48.7,,"Adjusted to disregard higher-than-budgeted commodity price impacts on royalties/selling expenses (c.US$49/oz), legal workers' profit sharing at Inmaculada (c.US$48/oz), and unbudgeted exploration at Mara Rosa and San Jose (c.US$19/oz)",hochschild_mining_ar_2025,https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf,"=HYPERLINK(""https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf#page=124"",""p.124 of AR"")",2.0,
Hochschild Mining Plc,HOC LN Equity,Materials,Materials,Metals & Mining,Gold,3174.2,Annual Bonus Plan,FY2025,completed,Strategic Advancement,10.0,RemCo qualitative assessment — no numerical targets disclosed,30.0,RemCo qualitative assessment — no numerical targets disclosed,50.0,,,RemCo qualitative assessment — no numerical targets disclosed,100.0,Assessed as Satisfied,10.0,48.7,The Committee evaluated a range of actions taken to position the Company for long-term and sustainable growth for shareholders. Positive factors noted included: the share price more than doubling by year-end; ongoing community and local stakeholder initiatives; and continued ESG engagement and transparency initiatives during 2025.,,hochschild_mining_ar_2025,https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf,"=HYPERLINK(""https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf#page=124"",""p.124 of AR"")",2.0,
Hochschild Mining Plc,HOC LN Equity,Materials,Materials,Metals & Mining,Gold,3174.2,Annual Bonus Plan,FY2025,completed,Brownfield Exploration — Inferred Resources Added During the Year (subject to permits available),15.0,0.7 Moz Au Eq,30.0,0.9 Moz Au Eq,50.0,,,1.2 Moz Au Eq,100.0,1.7 Moz Au Eq (above maximum),15.0,48.7,,Subject to permits available,hochschild_mining_ar_2025,https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf,"=HYPERLINK(""https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf#page=123"",""p.123 of AR"")",2.0,
Hochschild Mining Plc,HOC LN Equity,Materials,Materials,Metals & Mining,Gold,3174.2,Annual Bonus Plan,FY2025,completed,Accident Frequency Rate (LTIFR — Lost Time Injury Frequency Rate),10.0,2.2,30.0,Not specified (straight-line applies between threshold and maximum),50.0,,,1.4,100.0,0.97 (all-time low for Hochschild; better than maximum),10.0,48.7,,A discretionary override applies such that any fatality during the year at Group operations results in reduction of safety-related objectives to nil,hochschild_mining_ar_2025,https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf,"=HYPERLINK(""https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf#page=124"",""p.124 of AR"")",2.0,
Hochschild Mining Plc,HOC LN Equity,Materials,Materials,Metals & Mining,Gold,3174.2,Annual Bonus Plan,FY2025,completed,Accident Severity Index (LTISR — Lost Time Injury Severity Rate),5.0,300,30.0,Not specified (straight-line applies between threshold and maximum),50.0,,,150,100.0,207 (between threshold and maximum),3.7,48.7,,Same fatality override as LTIFR applies: any fatality during the year at Group operations results in reduction of safety-related objectives to nil. Payout interpolated between threshold and maximum.,hochschild_mining_ar_2025,https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf,"=HYPERLINK(""https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf#page=124"",""p.124 of AR"")",2.0,
Hochschild Mining Plc,HOC LN Equity,Materials,Materials,Metals & Mining,Gold,3174.2,Annual Bonus Plan,FY2025,completed,ECO Score (environmental performance measure),5.0,≥5.00,30.0,Not specified (straight-line applies between threshold and maximum),50.0,,,≥5.50,100.0,"5.61 (above maximum; reflects potable water consumption, waste recycling and other environmental factors)",5.0,48.7,,Methodology detailed at www.hochschildmining.com,hochschild_mining_ar_2025,https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf,"=HYPERLINK(""https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf#page=124"",""p.124 of AR"")",2.0,
Hochschild Mining Plc,HOC LN Equity,Materials,Materials,Metals & Mining,Gold,3174.2,Annual Bonus Plan,FY2025,completed,ESG Ratings,5.0,5 ratings remain unchanged vs 2024,30.0,1 rating improves and others remain unchanged vs 2024,50.0,,,2 ratings improve and others remain unchanged vs 2024,100.0,"2 ratings improved (Sustainalytics, MSCI, FTSE4Good, CDP Climate and CDP Water comprise the 5 ratings)",5.0,48.7,,"ESG ratings comprise those given by Sustainalytics, MSCI, FTSE4Good, CDP Climate and CDP Water",hochschild_mining_ar_2025,https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf,"=HYPERLINK(""https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf#page=124"",""p.124 of AR"")",2.0,
Hochschild Mining Plc,HOC LN Equity,Materials,Materials,Metals & Mining,Gold,3174.2,Annual Bonus Plan,FY2026,prospective,Similar measures to FY2025 (Metrics 1–9: specific numerical targets not disclosed on grounds of commercial sensitivity),100.0,Not disclosed (commercial sensitivity); structure: threshold = 30% of maximum,30.0,Not disclosed (commercial sensitivity); structure: target = 50% of maximum,50.0,,,Not disclosed (commercial sensitivity); straight-line interpolation between levels applies,100.0,N/A (prospective),,,The Committee has confirmed that the bonus will be subject to performance against similar measures to those used in 2025. Specific numerical targets have not been disclosed on grounds of commercial sensitivity.,Maximum bonus opportunity: 180% of salary (unchanged from 2025). Any bonus earned above 150% of salary will be paid in shares and deferred for two years. Malus provisions apply in line with the Remuneration Policy. Fatality override: a discretionary override will be applied such that any fatality during the year at the Group's operations will result in the reduction to nil of the safety-related objectives. Full disclosure of measures and targets (where not commercially sensitive) will be provided in next year's Annual Report on Remuneration.,hochschild_mining_ar_2025,https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf,"=HYPERLINK(""https://www.hochschildmining.com/media/ntek4iun/hm-plc-2025-ara-for-website.pdf#page=123"",""p.123 of AR"")",2.0,
Hollywood Bowl Group Plc,BOWL LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Leisure Facilities,419.9,Annual Bonus Plan,FY2025,completed,Group Adjusted EBITDA pre-IFRS 16,70.0,£65.36m,25.0,£68.80m,50.0,,,£72.24m,100.0,£68.36m,32.7,62.7,,Vesting on straight-line basis between performance levels. Vesting: 46.8% of metric. Payout % of max bonus opportunity: 32.7%.,hollywood_bowl_group_ar_2025,https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf,"=HYPERLINK(""https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf#page=97"",""p.97 of AR"")",2.0,
Hollywood Bowl Group Plc,BOWL LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Leisure Facilities,419.9,Annual Bonus Plan,FY2025,completed,Average Group Overall Blended Index (OBI) — Customer Satisfaction,10.0,61.9%,25.0,63.5%,50.0,,,65.0%,100.0,66.1% (above maximum),10.0,62.7,"OBI comprises Overall Satisfaction (OSAT), mystery shop scores (CEP) and Cleaning Satisfaction (CSAT). Actual performance of 66.1% exceeded the maximum target of 65.0%, resulting in full metric payout.",Vesting: 100% of metric. Payout % of max bonus opportunity: 10%.,hollywood_bowl_group_ar_2025,https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf,"=HYPERLINK(""https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf#page=97"",""p.97 of AR"")",2.0,
Hollywood Bowl Group Plc,BOWL LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Leisure Facilities,419.9,Annual Bonus Plan,FY2025,completed,People Blended Index,10.0,65%,25.0,75%,50.0,,,90%,100.0,100% (above maximum),10.0,62.7,"Comprises percentage of internal management appointments and employee engagement (by reference to Group rating in the Best Companies survey). Actual performance of 100% exceeded the maximum target of 90%, resulting in full metric payout.",Vesting: 100% of metric. Payout % of max bonus opportunity: 10%.,hollywood_bowl_group_ar_2025,https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf,"=HYPERLINK(""https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf#page=97"",""p.97 of AR"")",2.0,
Hollywood Bowl Group Plc,BOWL LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Leisure Facilities,419.9,Annual Bonus Plan,FY2025,completed,Safety Scorecard,10.0,65%,25.0,75%,50.0,,,90%,100.0,100% (above maximum),10.0,62.7,"Comprises average internal centre and food and beverage audit scores (UK and Canadian centres), food and drink audit scores, and average EHO scores for UK centres only. Actual performance of 100% exceeded the maximum target of 90%, resulting in full metric payout.",Vesting: 100% of metric. Payout % of max bonus opportunity: 10%.,hollywood_bowl_group_ar_2025,https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf,"=HYPERLINK(""https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf#page=107"",""p.107 of AR"")",2.0,
Hollywood Bowl Group Plc,BOWL LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Leisure Facilities,419.9,Annual Bonus Plan,FY2026,prospective,Group Adjusted Profit Before Tax (PBT) pre-IFRS 16,70.0,Not disclosed — commercially sensitive,25.0,Not disclosed — commercially sensitive,50.0,,,Not disclosed — commercially sensitive,100.0,,,,"Change from FY2025 which used Group Adjusted EBITDA. Committee considers PBT a more appropriate metric as it accounts for core operational efficiency and effective asset management, and is more closely aligned to shareholder value.","Targets not disclosed in advance as commercially sensitive. Actual targets, performance and resulting awards will be disclosed in the FY2026 Annual Report.",hollywood_bowl_group_ar_2025,https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf,"=HYPERLINK(""https://www.hollywoodbowlgroup.com/application/files/4017/6760/2051/HollywoodBowl_AR25_Full_report.pdf#page=107"",""p.107 of AR"")",2.0,
