company_name,ticker_bb,gics_sector,gics_industry_group,gics_industry,gics_sub_industry,market_cap_mln_gbp,financial_year,executive_name,position,salary_amount,salary_currency,annual_bonus_amount,ltip_amount,pension_amount,benefits_amount,other_compensation_amount,total_compensation_amount,total_compensation_currency,is_pro_rata,pro_rata_notes,file_name,ar_link,source_link,source_attribution_tier,source_chunk_id
Gamma Communications Plc,GAMA LN Equity,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,913.1,FY2025,Andrew Belshaw,Chief Executive Officer (CEO),575000.0,GBP,568000.0,202000.0,27000.0,2000.0,,1374000.0,GBP,False,"Served full year. Annual bonus outcome was 65.8% of maximum opportunity; 75% (£426,000) paid in cash and 25% (£142,000) deferred into shares. Pension represents employer contributions of up to 5.1% of salary, in line with the wider UK workforce rate.",gamma_communications_ar_2025,https://gammagroup.co/wp-json/gamma/v1/pdf-reader?pdf=https://gammagroup.co/wp-content/uploads/2026/04/Gamma-Annual-Report-2025-Final-7-April-2026.pdf,"=HYPERLINK(""https://gammagroup.co/wp-json/gamma/v1/pdf-reader?pdf=https://gammagroup.co/wp-content/uploads/2026/04/Gamma-Annual-Report-2025-Final-7-April-2026.pdf#page=105"",""p.105 of AR"")",2.0,
Gamma Communications Plc,GAMA LN Equity,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,913.1,FY2025,Bill Castell,Chief Financial Officer (CFO),403000.0,GBP,249000.0,0.0,19000.0,0.0,,671000.0,GBP,False,"Served full year in FY2025. Departure effective 31 March 2026 (impacts 2026 only, not 2025 figures). The nil LTIP value for 2025 reflects that no 2022 LTIP awards vested for Bill Castell in the 2025 single figure (the 2022 LTIP vesting value was included in the restated 2024 figure). A 2025 LTIP award of 175% of salary (54,436 nil-cost options, face value £705,490) was granted during 2025 but is not yet vested and therefore not included in the 2025 single figure. Bill Castell will not be entitled to a bonus or LTIP award for the 2026 financial year. The full bonus of £249,000 was paid in cash with no deferral into shares, consistent with his forthcoming departure. Pension represents employer contributions of up to 5.1% of salary, in line with the wider UK workforce rate.",gamma_communications_ar_2025,https://gammagroup.co/wp-json/gamma/v1/pdf-reader?pdf=https://gammagroup.co/wp-content/uploads/2026/04/Gamma-Annual-Report-2025-Final-7-April-2026.pdf,"=HYPERLINK(""https://gammagroup.co/wp-json/gamma/v1/pdf-reader?pdf=https://gammagroup.co/wp-content/uploads/2026/04/Gamma-Annual-Report-2025-Final-7-April-2026.pdf#page=105"",""p.105 of AR"")",2.0,
Gamma Communications Plc,GAMA LN Equity,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,913.1,FY2024,Andrew Belshaw,Chief Executive Officer (CEO),474000.0,GBP,547000.0,262000.0,22000.0,2000.0,,1307000.0,GBP,False,"Served full year. FY2024 figures are restated. The 2024 LTIP value has been restated (reduced by £28,662) to reflect the final vesting level of the 2022 LTIP awards after the TSR performance period completed on 25 April 2025, using the share price at that date of £13.34, compared to the previously estimated average share price of £16.05 over the three months ended 31 December 2024.",gamma_communications_ar_2025,https://gammagroup.co/wp-json/gamma/v1/pdf-reader?pdf=https://gammagroup.co/wp-content/uploads/2026/04/Gamma-Annual-Report-2025-Final-7-April-2026.pdf,"=HYPERLINK(""https://gammagroup.co/wp-json/gamma/v1/pdf-reader?pdf=https://gammagroup.co/wp-content/uploads/2026/04/Gamma-Annual-Report-2025-Final-7-April-2026.pdf#page=105"",""p.105 of AR"")",2.0,
Gamma Communications Plc,GAMA LN Equity,Communication Services,Telecommunication Services,Diversified Telecommunication Services,Alternative Carriers,913.1,FY2024,Bill Castell,Chief Financial Officer (CFO),391000.0,GBP,362000.0,167000.0,19000.0,0.0,,939000.0,GBP,False,"Served full year. FY2024 figures are restated. The 2024 LTIP value has been restated (reduced by £33,275) to reflect the final vesting of the 2022 LTIP awards at the share price of £13.34 on 25 April 2025, after the TSR performance period completed, compared to the previously estimated average share price of £16.05 over the three months ended 31 December 2024.",gamma_communications_ar_2025,https://gammagroup.co/wp-json/gamma/v1/pdf-reader?pdf=https://gammagroup.co/wp-content/uploads/2026/04/Gamma-Annual-Report-2025-Final-7-April-2026.pdf,"=HYPERLINK(""https://gammagroup.co/wp-json/gamma/v1/pdf-reader?pdf=https://gammagroup.co/wp-content/uploads/2026/04/Gamma-Annual-Report-2025-Final-7-April-2026.pdf#page=105"",""p.105 of AR"")",2.0,
Genuit Group Plc,GEN LN Equity,Industrials,Capital Goods,Building Products,Building Products,630.3,2025,Joe Vorih,Chief Executive Officer,614898.0,GBP,358045.0,90000.0,31000.0,67000.0,26000.0,1187220.0,GBP,False,Served full year; CEO since February 2022,genuit_group_ar_2025,https://www.genuitgroup.com/wp-content/uploads/2026/04/Genuit_AR25_Hyperlinked_260413.pdf,"=HYPERLINK(""https://www.genuitgroup.com/wp-content/uploads/2026/04/Genuit_AR25_Hyperlinked_260413.pdf#page=163"",""p.163 of AR"")",3.0,173.0
Genuit Group Plc,GEN LN Equity,Industrials,Capital Goods,Building Products,Building Products,630.3,2025,Tim Pullen,Chief Financial Officer,394000.0,GBP,191396.0,0.0,20000.0,28000.0,0.0,633000.0,GBP,False,Served full year; CFO since November 2023,genuit_group_ar_2025,https://www.genuitgroup.com/wp-content/uploads/2026/04/Genuit_AR25_Hyperlinked_260413.pdf,"=HYPERLINK(""https://www.genuitgroup.com/wp-content/uploads/2026/04/Genuit_AR25_Hyperlinked_260413.pdf#page=163"",""p.163 of AR"")",3.0,173.0
Genuit Group Plc,GEN LN Equity,Industrials,Capital Goods,Building Products,Building Products,630.3,2024,Joe Vorih,Chief Executive Officer,597000.0,GBP,513000.0,26000.0,30000.0,65000.0,125000.0,1356000.0,GBP,False,Served full year; CEO since February 2022,genuit_group_ar_2025,https://www.genuitgroup.com/wp-content/uploads/2026/04/Genuit_AR25_Hyperlinked_260413.pdf,"=HYPERLINK(""https://www.genuitgroup.com/wp-content/uploads/2026/04/Genuit_AR25_Hyperlinked_260413.pdf#page=163"",""p.163 of AR"")",3.0,174.0
Genuit Group Plc,GEN LN Equity,Industrials,Capital Goods,Building Products,Building Products,630.3,2024,Tim Pullen,Chief Financial Officer,383000.0,GBP,274000.0,0.0,21000.0,34000.0,0.0,712000.0,GBP,False,"Served full year — joined Board in November 2023, so FY2024 was his first full year",genuit_group_ar_2025,https://www.genuitgroup.com/wp-content/uploads/2026/04/Genuit_AR25_Hyperlinked_260413.pdf,"=HYPERLINK(""https://www.genuitgroup.com/wp-content/uploads/2026/04/Genuit_AR25_Hyperlinked_260413.pdf#page=163"",""p.163 of AR"")",3.0,174.0
Genus Plc,GNS LN Equity,Health Care,Pharmaceuticals Biotechnology & Life Sciences,Biotechnology,Biotechnology,1595.2,FY25,Jorgen Kokke,Chief Executive Officer,856000.0,USD,1686000.0,0.0,51000.0,39000.0,0.0,2632000.0,USD,False,Served full year in role,genus_ar_2025,https://www.genusplc.com/media/glah32tg/genus-annual-report-2025.pdf,"=HYPERLINK(""https://www.genusplc.com/media/glah32tg/genus-annual-report-2025.pdf#page=105"",""p.105 of AR"")",3.0,209.0
Genus Plc,GNS LN Equity,Health Care,Pharmaceuticals Biotechnology & Life Sciences,Biotechnology,Biotechnology,1595.2,FY25,Alison Henriksen,Former Chief Financial Officer,481000.0,GBP,827000.0,112000.0,29000.0,16000.0,0.0,1465000.0,GBP,True,"Designated 'Former Chief Financial Officer' in the report, indicating she left the role at or shortly after year end; however, no specific departure date or pro-rata adjustment is stated within the provided context for FY25 figures, which appear to represent a full year of service. Title suggests departure post-FY25; no explicit 'appointed/departed' date found in the provided chunks. New CFO (Andy Russell) is referenced for FY26 salary setting (Chunk 244), implying Henriksen's tenure ended around this transition, but this is not confirmed by a single-figure pro-rata note in the audited table.",genus_ar_2025,https://www.genusplc.com/media/glah32tg/genus-annual-report-2025.pdf,"=HYPERLINK(""https://www.genusplc.com/media/glah32tg/genus-annual-report-2025.pdf#page=105"",""p.105 of AR"")",3.0,210.0
Genus Plc,GNS LN Equity,Health Care,Pharmaceuticals Biotechnology & Life Sciences,Biotechnology,Biotechnology,1595.2,FY24,Jorgen Kokke,Chief Executive Officer,825000.0,USD,833000.0,0.0,50000.0,49000.0,0.0,1757000.0,USD,False,Full year in role,genus_ar_2025,https://www.genusplc.com/media/glah32tg/genus-annual-report-2025.pdf,"=HYPERLINK(""https://www.genusplc.com/media/glah32tg/genus-annual-report-2025.pdf#page=105"",""p.105 of AR"")",3.0,209.0
Genus Plc,GNS LN Equity,Health Care,Pharmaceuticals Biotechnology & Life Sciences,Biotechnology,Biotechnology,1595.2,FY24,Alison Henriksen,Chief Financial Officer,481000.0,GBP,425000.0,0.0,29000.0,14000.0,0.0,949000.0,GBP,False,Full year in role,genus_ar_2025,https://www.genusplc.com/media/glah32tg/genus-annual-report-2025.pdf,"=HYPERLINK(""https://www.genusplc.com/media/glah32tg/genus-annual-report-2025.pdf#page=105"",""p.105 of AR"")",3.0,210.0
Glencore Plc,GLEN LN Equity,Materials,Materials,Metals & Mining,Diversified Metals & Mining,67281.5,FY2025,Gary Nagle,Chief Executive Officer,2000000.0,USD,0.0,5324000.0,135000.0,16000.0,0.0,7475000.0,USD,False,Served the full year (year ended 31 December 2025),glencore_ar_2025,https://www.glencore.com/.rest/api/v1/documents/static/9b103e11-72e7-40bf-ae7c-eabe57361522/GLEN-2025-Annual-Report.pdf,"=HYPERLINK(""https://www.glencore.com/.rest/api/v1/documents/static/9b103e11-72e7-40bf-ae7c-eabe57361522/GLEN-2025-Annual-Report.pdf#page=110"",""p.110 of AR"")",2.0,
Glencore Plc,GLEN LN Equity,Materials,Materials,Metals & Mining,Diversified Metals & Mining,67281.5,FY2024,Gary Nagle,Chief Executive Officer,2000000.0,USD,0.0,3116000.0,134000.0,15000.0,0.0,5265000.0,USD,False,Served the full year (year ended 31 December 2024),glencore_ar_2025,https://www.glencore.com/.rest/api/v1/documents/static/9b103e11-72e7-40bf-ae7c-eabe57361522/GLEN-2025-Annual-Report.pdf,"=HYPERLINK(""https://www.glencore.com/.rest/api/v1/documents/static/9b103e11-72e7-40bf-ae7c-eabe57361522/GLEN-2025-Annual-Report.pdf#page=110"",""p.110 of AR"")",2.0,
Grafton Group Plc,GFTU LN Equity,,,,,1601.6,FY2025,E. Born,Chief Executive Officer,797000.0,GBP,784000.0,467000.0,72000.0,21000.0,,2141000.0,GBP,False,Served full year,grafton_group_ar_2025,https://www.graftonplc.com/~/media/Files/G/Grafton-Group/2025%20FULL%20YEAR%20RESULTS%20march%202026/Grafton-Annual-Report-2025.pdf,"=HYPERLINK(""https://www.graftonplc.com/~/media/Files/G/Grafton-Group/2025%20FULL%20YEAR%20RESULTS%20march%202026/Grafton-Annual-Report-2025.pdf#page=102"",""p.102 of AR"")",2.0,
Grafton Group Plc,GFTU LN Equity,,,,,1601.6,FY2025,D. Arnold,Chief Financial Officer,485000.0,GBP,477000.0,249000.0,44000.0,24000.0,,1279000.0,GBP,False,Served full year,grafton_group_ar_2025,https://www.graftonplc.com/~/media/Files/G/Grafton-Group/2025%20FULL%20YEAR%20RESULTS%20march%202026/Grafton-Annual-Report-2025.pdf,"=HYPERLINK(""https://www.graftonplc.com/~/media/Files/G/Grafton-Group/2025%20FULL%20YEAR%20RESULTS%20march%202026/Grafton-Annual-Report-2025.pdf#page=102"",""p.102 of AR"")",2.0,
Grafton Group Plc,GFTU LN Equity,,,,,1601.6,FY2024,E. Born,Chief Executive Officer,770000.0,GBP,741000.0,44000.0,69000.0,25000.0,,1649000.0,GBP,False,"Served full year. LTIP value updated from originally disclosed £46,000 to reflect actual vesting share price of £8.622.",grafton_group_ar_2025,https://www.graftonplc.com/~/media/Files/G/Grafton-Group/2025%20FULL%20YEAR%20RESULTS%20march%202026/Grafton-Annual-Report-2025.pdf,"=HYPERLINK(""https://www.graftonplc.com/~/media/Files/G/Grafton-Group/2025%20FULL%20YEAR%20RESULTS%20march%202026/Grafton-Annual-Report-2025.pdf#page=102"",""p.102 of AR"")",2.0,
Grafton Group Plc,GFTU LN Equity,,,,,1601.6,FY2024,D. Arnold,Chief Financial Officer,468000.0,GBP,376000.0,82000.0,42000.0,22000.0,,990000.0,GBP,False,"Served full year. LTIP value updated from originally disclosed £94,000 to reflect actual vesting share price of £9.3455.",grafton_group_ar_2025,https://www.graftonplc.com/~/media/Files/G/Grafton-Group/2025%20FULL%20YEAR%20RESULTS%20march%202026/Grafton-Annual-Report-2025.pdf,"=HYPERLINK(""https://www.graftonplc.com/~/media/Files/G/Grafton-Group/2025%20FULL%20YEAR%20RESULTS%20march%202026/Grafton-Annual-Report-2025.pdf#page=102"",""p.102 of AR"")",2.0,
Grainger Plc,GROW LN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,1011.8,FY25,Helen Gordon,Chief Executive Officer (CEO),607000.0,GBP,691000.0,582000.0,61000.0,20000.0,2000.0,1963000.0,GBP,False,"Served full year. Note: From 1 January 2025, salary increased by 3% to £611,685; single figure reflects blended salary of £607,000 paid across the full financial year. LTIP value is estimated; award granted 12 December 2022 due to vest 11 December 2025 at 66.7% based on relative TSR, TPIR, and Secured PRS Investment targets over three years ended 30 September 2025. Annual bonus: 25% deferred into shares for three years. Total Fixed Remuneration: £690,000; Total Variable Remuneration: £1,273,000.",grainger_ar_2025,https://corporate.graingerplc.co.uk/sites/graingerplc-corp/files/2025-11/Grainger_AR25.pdf,"=HYPERLINK(""https://corporate.graingerplc.co.uk/sites/graingerplc-corp/files/2025-11/Grainger_AR25.pdf#page=112"",""p.112 of AR"")",2.0,
Grainger Plc,GROW LN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,1011.8,FY25,Rob Hudson,Chief Financial Officer (CFO),473000.0,GBP,539000.0,416000.0,47000.0,17000.0,2000.0,1494000.0,GBP,False,"Served full year. Note: From 1 January 2025, salary increased by 3% to £477,203; single figure reflects blended salary of £473,000 paid across the full financial year. LTIP value is estimated; award granted 12 December 2022 due to vest 11 December 2025 at 66.7% based on relative TSR, TPIR, and Secured PRS Investment targets over three years ended 30 September 2025. Annual bonus: 25% deferred into shares for three years. Total Fixed Remuneration: £539,000; Total Variable Remuneration: £955,000.",grainger_ar_2025,https://corporate.graingerplc.co.uk/sites/graingerplc-corp/files/2025-11/Grainger_AR25.pdf,"=HYPERLINK(""https://corporate.graingerplc.co.uk/sites/graingerplc-corp/files/2025-11/Grainger_AR25.pdf#page=112"",""p.112 of AR"")",2.0,
Grainger Plc,GROW LN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,1011.8,FY24,Helen Gordon,Chief Executive Officer (CEO),583000.0,GBP,808000.0,359000.0,58000.0,16000.0,2000.0,1826000.0,GBP,False,"Served full year. Note: From 1 January 2024, salary increased by 6% to £591,000; single figure reflects blended salary of £583,000 paid across the full financial year. LTIP value restated to reflect actual share price at vesting date of 226.5p on 15 December 2024, including dividend equivalents; 44.7% of December 2021 award vested (consistent with prior estimate but updated for actual share price and accrued dividend equivalents). Annual bonus: 25% deferred into shares for three years. Total Fixed Remuneration: £659,000; Total Variable Remuneration: £1,167,000.",grainger_ar_2025,https://corporate.graingerplc.co.uk/sites/graingerplc-corp/files/2025-11/Grainger_AR25.pdf,"=HYPERLINK(""https://corporate.graingerplc.co.uk/sites/graingerplc-corp/files/2025-11/Grainger_AR25.pdf#page=112"",""p.112 of AR"")",2.0,
Grainger Plc,GROW LN Equity,Financials,Financial Services,Capital Markets,Asset Management & Custody Banks,1011.8,FY24,Rob Hudson,Chief Financial Officer (CFO),456000.0,GBP,631000.0,257000.0,46000.0,16000.0,2000.0,1408000.0,GBP,False,"Served full year. Note: From 1 January 2024, salary increased by 5% to £461,066; single figure reflects blended salary of £456,000 paid across the full financial year. LTIP value restated to reflect actual share price at vesting date of 226.5p on 15 December 2024, including dividend equivalents; 44.7% of December 2021 award vested (consistent with prior estimate but updated for actual share price and accrued dividend equivalents). Annual bonus: 25% deferred into shares for three years. Total Fixed Remuneration: £519,000; Total Variable Remuneration: £889,000.",grainger_ar_2025,https://corporate.graingerplc.co.uk/sites/graingerplc-corp/files/2025-11/Grainger_AR25.pdf,"=HYPERLINK(""https://corporate.graingerplc.co.uk/sites/graingerplc-corp/files/2025-11/Grainger_AR25.pdf#page=112"",""p.112 of AR"")",2.0,
Great Portland Estates Plc,GPE LN Equity,,,,,1203.8,FY3/2025,Toby Courtauld,Chief Executive Officer (CEO),692000.0,GBP,678000.0,0.0,104000.0,20000.0,4000.0,1498000.0,GBP,False,"Full year service in FY3/2025 (year ended 31 March 2025). Pension of £104,000 represents 15% of base salary, received as pension allowance. Annual Bonus of £678,000 represents 65.3% of maximum opportunity of 150% of salary; 40% of this amount deferred into shares for 3 years under DSBP. 2022 LTIP awards estimated at nil vesting as at 20 May 2025; both Relative TSR and Absolute TAR measures estimated to be below threshold (0% vesting), with awards due to vest on 27 May 2025. Annual Bonus figure is estimated as at 20 May 2025, with the relative TAR measure still to be confirmed following publication of results by comparator companies.",great_portland_estates_ar_2025,https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40,"=HYPERLINK(""https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40#page=134"",""p.134 of AR"")",2.0,
Great Portland Estates Plc,GPE LN Equity,,,,,1203.8,FY3/2025,Nick Sanderson,Chief Financial & Operating Officer (CF&OO),476000.0,GBP,462000.0,0.0,71000.0,19000.0,4000.0,1032000.0,GBP,False,"Full year service in FY3/2025 (year ended 31 March 2025). Pension of £71,000 represents 15% of base salary, received as pension allowance. Annual Bonus of £462,000 represents 64.6% of maximum opportunity of 150% of salary; 40% of this amount deferred into shares for 3 years under DSBP. 2022 LTIP awards estimated at nil vesting as at 20 May 2025; both Relative TSR and Absolute TAR measures estimated to be below threshold (0% vesting), with awards due to vest on 27 May 2025. Annual Bonus figure is estimated as at 20 May 2025, with the relative TAR measure still to be confirmed following publication of results by comparator companies.",great_portland_estates_ar_2025,https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40,"=HYPERLINK(""https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40#page=134"",""p.134 of AR"")",2.0,
Great Portland Estates Plc,GPE LN Equity,,,,,1203.8,FY3/2025,Dan Nicholson,Executive Director (ED),388000.0,GBP,376000.0,0.0,58000.0,10000.0,4000.0,836000.0,GBP,False,"Full year service in FY3/2025 (year ended 31 March 2025). Pension of £58,000 represents 15% of base salary in aggregate; received as a mix of employer pension contributions and pension allowance, with £10,000 paid into a registered pension. Annual Bonus of £376,000 represents 64.6% of maximum opportunity of 150% of salary; 40% of this amount deferred into shares for 3 years under DSBP. 2022 LTIP awards estimated at nil vesting as at 20 May 2025; both Relative TSR and Absolute TAR measures estimated to be below threshold (0% vesting), with awards due to vest on 27 May 2025. Annual Bonus figure is estimated as at 20 May 2025, with the relative TAR measure still to be confirmed following publication of results by comparator companies.",great_portland_estates_ar_2025,https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40,"=HYPERLINK(""https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40#page=134"",""p.134 of AR"")",2.0,
Great Portland Estates Plc,GPE LN Equity,,,,,1203.8,FY3/2024,Toby Courtauld,Chief Executive Officer (CEO),679000.0,GBP,653000.0,0.0,102000.0,18000.0,4000.0,1456000.0,GBP,False,"Full year service in FY3/2024 (year ended 31 March 2024). Pension of £102,000 represents 15% of base salary. 2021 LTIP vesting confirmed at nil.",great_portland_estates_ar_2025,https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40,"=HYPERLINK(""https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40#page=134"",""p.134 of AR"")",2.0,
Great Portland Estates Plc,GPE LN Equity,,,,,1203.8,FY3/2024,Nick Sanderson,Chief Financial & Operating Officer (CF&OO),467000.0,GBP,449000.0,0.0,70000.0,19000.0,4000.0,1009000.0,GBP,False,"Full year service in FY3/2024 (year ended 31 March 2024). Pension of £70,000 represents 15% of base salary. 2021 LTIP vesting confirmed at nil.",great_portland_estates_ar_2025,https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40,"=HYPERLINK(""https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40#page=134"",""p.134 of AR"")",2.0,
Great Portland Estates Plc,GPE LN Equity,,,,,1203.8,FY3/2024,Dan Nicholson,Executive Director (ED),380000.0,GBP,363000.0,0.0,57000.0,8000.0,4000.0,812000.0,GBP,False,"Full year service in FY3/2024 (year ended 31 March 2024). Pension of £57,000 represents 15% of base salary. 2021 LTIP vesting confirmed at nil.",great_portland_estates_ar_2025,https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40,"=HYPERLINK(""https://www.gpe.co.uk/media/ui4li53f/gpe_annual_report_2026.pdf?v=1dceee5e3f6dc40#page=134"",""p.134 of AR"")",2.0,
Greencore Group Plc,GNC LN Equity,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats,1859.9,FY25,Dalton Philips,Chief Executive Officer (CEO),748000.0,EUR,1094000.0,4539000.0,60000.0,55000.0,,6496000.0,EUR,False,Served full year in FY25,greencore_group_ar_2025,https://www.greencore.com/app/uploads/2025/11/49554-Greencore-Annual-Report-2025_WEB.pdf,"=HYPERLINK(""https://www.greencore.com/app/uploads/2025/11/49554-Greencore-Annual-Report-2025_WEB.pdf#page=115"",""p.115 of AR"")",2.0,
Greencore Group Plc,GNC LN Equity,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats,1859.9,FY25,Catherine Gubbins,Chief Financial Officer (CFO),413000.0,EUR,484000.0,0.0,33000.0,33000.0,,963000.0,EUR,False,Served full year in FY25,greencore_group_ar_2025,https://www.greencore.com/app/uploads/2025/11/49554-Greencore-Annual-Report-2025_WEB.pdf,"=HYPERLINK(""https://www.greencore.com/app/uploads/2025/11/49554-Greencore-Annual-Report-2025_WEB.pdf#page=119"",""p.119 of AR"")",2.0,
Greencore Group Plc,GNC LN Equity,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats,1859.9,FY24,Dalton Philips,Chief Executive Officer (CEO),725000.0,EUR,1040000.0,0.0,58000.0,54000.0,,1877000.0,EUR,False,Served full year in FY24,greencore_group_ar_2025,https://www.greencore.com/app/uploads/2025/11/49554-Greencore-Annual-Report-2025_WEB.pdf,"=HYPERLINK(""https://www.greencore.com/app/uploads/2025/11/49554-Greencore-Annual-Report-2025_WEB.pdf#page=115"",""p.115 of AR"")",2.0,
Greencore Group Plc,GNC LN Equity,Consumer Staples,Food Beverage & Tobacco,Food Products,Packaged Foods & Meats,1859.9,FY24,Catherine Gubbins,Chief Financial Officer (CFO),261000.0,EUR,300000.0,0.0,21000.0,61000.0,,643000.0,EUR,True,"Appointed as Executive Director and CFO on 6 February 2024; FY24 remuneration covers the period 6 February 2024 to 27 September 2024 only. Annual bonus figures corrected from prior year report due to administrative error in pro-rated bonus calculation; additional deferred shares owed will be awarded in December 2025, calculated by reference to the share price at the time they should have been awarded in December 2024, with vesting aligned to original DBP award date of 9 December 2027. Higher benefits in FY24 likely reflect relocation/onboarding costs.",greencore_group_ar_2025,https://www.greencore.com/app/uploads/2025/11/49554-Greencore-Annual-Report-2025_WEB.pdf,"=HYPERLINK(""https://www.greencore.com/app/uploads/2025/11/49554-Greencore-Annual-Report-2025_WEB.pdf#page=115"",""p.115 of AR"")",2.0,
Greggs Plc,GRG LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Restaurants,1730.2,FY2024,Roisin Currie,Chief Executive,652080.0,GBP,432003.0,670273.0,37912.0,18703.0,,1810971.0,GBP,False,Served full year,greggs_ar_2024,https://assets.greggs.com/f/162306/x/b1b0408bb2/greggs-ar25-interactive.pdf,"=HYPERLINK(""https://assets.greggs.com/f/162306/x/b1b0408bb2/greggs-ar25-interactive.pdf#page=113"",""p.113 of AR"")",2.0,
Greggs Plc,GRG LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Restaurants,1730.2,FY2024,Richard Hutton,Chief Financial Officer,427438.0,GBP,283178.0,439361.0,24434.0,12314.0,0.0,1186725.0,GBP,False,Served full year,greggs_ar_2024,https://assets.greggs.com/f/162306/x/b1b0408bb2/greggs-ar25-interactive.pdf,"=HYPERLINK(""https://assets.greggs.com/f/162306/x/b1b0408bb2/greggs-ar25-interactive.pdf#page=113"",""p.113 of AR"")",2.0,
Greggs Plc,GRG LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Restaurants,1730.2,FY2023,Roisin Currie,Chief Executive,624000.0,GBP,661785.0,424056.0,23747.0,24771.0,,1758359.0,GBP,False,"Served full year. Note: PSP (LTIP) figure is footnoted with a superscript 2 in the source report, suggesting a possible restatement or adjustment; specific footnote detail not fully disclosed in extracted text.",greggs_ar_2024,https://assets.greggs.com/f/162306/x/b1b0408bb2/greggs-ar25-interactive.pdf,"=HYPERLINK(""https://assets.greggs.com/f/162306/x/b1b0408bb2/greggs-ar25-interactive.pdf#page=113"",""p.113 of AR"")",2.0,
Greggs Plc,GRG LN Equity,Consumer Discretionary,Consumer Services,Hotels Restaurants & Leisure,Restaurants,1730.2,FY2023,Richard Hutton,Chief Financial Officer,409032.0,GBP,433800.0,577358.0,15149.0,12307.0,0.0,1447646.0,GBP,False,"Served full year. Note: PSP (LTIP) figure is footnoted with a superscript 2 in the source report, suggesting a possible restatement or adjustment; specific footnote detail not fully disclosed in extracted text.",greggs_ar_2024,https://assets.greggs.com/f/162306/x/b1b0408bb2/greggs-ar25-interactive.pdf,"=HYPERLINK(""https://assets.greggs.com/f/162306/x/b1b0408bb2/greggs-ar25-interactive.pdf#page=113"",""p.113 of AR"")",2.0,
GSK Plc,GSK LN Equity,Health Care,Pharmaceuticals Biotechnology & Life Sciences,Pharmaceuticals,Pharmaceuticals,74779.8,FY2025,Emma Walmsley,Outgoing Chief Executive Officer (CEO),1431000.0,GBP,3520000.0,10045000.0,102000.0,583000.0,0.0,15681000.0,GBP,False,"N/A for FY2025; stepping down as CEO effective for 2026, replaced by Luke Miels",gsk_ar_2025,https://www.gsk.com/media/kn0bknmd/annual-report-2025.pdf,"=HYPERLINK(""https://www.gsk.com/media/kn0bknmd/annual-report-2025.pdf#page=149"",""p.149 of AR"")",3.0,120.0
GSK Plc,GSK LN Equity,Health Care,Pharmaceuticals Biotechnology & Life Sciences,Pharmaceuticals,Pharmaceuticals,74779.8,FY2025,Julie Brown,Chief Financial Officer (CFO),1023000.0,GBP,2209000.0,5237000.0,72000.0,101000.0,1088000.0,9730000.0,GBP,False,Full year served as CFO in 2025,gsk_ar_2025,https://www.gsk.com/media/kn0bknmd/annual-report-2025.pdf,"=HYPERLINK(""https://www.gsk.com/media/kn0bknmd/annual-report-2025.pdf#page=149"",""p.149 of AR"")",3.0,120.0
GSK Plc,GSK LN Equity,Health Care,Pharmaceuticals Biotechnology & Life Sciences,Pharmaceuticals,Pharmaceuticals,74779.8,FY2024,Emma Walmsley,CEO,1363000.0,GBP,2855000.0,6063000.0,98000.0,180000.0,0.0,10559000.0,GBP,False,N/A,gsk_ar_2025,https://www.gsk.com/media/kn0bknmd/annual-report-2025.pdf,"=HYPERLINK(""https://www.gsk.com/media/kn0bknmd/annual-report-2025.pdf#page=149"",""p.149 of AR"")",3.0,120.0
